ID	DG2
MSTRG.5810	0
MSTRG.5918	0
MSTRG.20438	2916
MSTRG.19848	4931
MSTRG.19849	162
MSTRG.19846	0
MSTRG.19847	124
MSTRG.19844	0
MSTRG.19845	1190
MSTRG.19842	1698
MSTRG.19843	0
MSTRG.19840	0
MSTRG.19841	33
MSTRG.15172	15
MSTRG.15173	54
MSTRG.15170	12
MSTRG.15171	0
MSTRG.15176	295
MSTRG.15177	1707
MSTRG.18312	8
MSTRG.15175	4
MSTRG.15178	36451
MSTRG.15179	11361
MSTRG.10522	27
MSTRG.10523	19
MSTRG.10520	0
MSTRG.10521	95
MSTRG.37305	4500
MSTRG.10527	231
MSTRG.37307	312
MSTRG.37306	1049
MSTRG.37309	39
MSTRG.37308	1928
MSTRG.10528	662
MSTRG.10529	237
MSTRG.20435	2728
MSTRG.5660	0
MSTRG.5661	0
MSTRG.5662	1050
MSTRG.5663	57
MSTRG.5664	0
MSTRG.5665	0
MSTRG.5666	7716
MSTRG.5667	1526
MSTRG.5668	33
MSTRG.5669	554
MSTRG.38304	3
MSTRG.38305	0
MSTRG.38306	783
MSTRG.38307	9063
MSTRG.38300	0
MSTRG.38301	0
MSTRG.38302	18
MSTRG.38303	255
MSTRG.38308	0
MSTRG.38309	74
MSTRG.3848	1382
MSTRG.3849	124
MSTRG.3842	4815
MSTRG.3843	720
MSTRG.3840	24
MSTRG.3841	499
MSTRG.3846	8
MSTRG.3847	58
MSTRG.3844	7
MSTRG.3845	666
MSTRG.18719	0
MSTRG.18718	0
MSTRG.18715	81
MSTRG.18714	508
MSTRG.18717	471
MSTRG.18716	1112
MSTRG.18711	305
MSTRG.18710	398
MSTRG.18713	2
MSTRG.18712	802
MSTRG.28936	0
MSTRG.6310	1309
MSTRG.28934	831
MSTRG.28935	0
MSTRG.28932	13245
MSTRG.28933	0
MSTRG.28930	554
MSTRG.28931	123
MSTRG.6319	41
MSTRG.6318	93
MSTRG.28938	0
MSTRG.28939	1
MSTRG.33374	328
MSTRG.33375	207
MSTRG.33376	13
MSTRG.33377	487
MSTRG.33370	0
MSTRG.33371	1359
MSTRG.33372	74
MSTRG.30938	1697
MSTRG.30937	546
MSTRG.30936	3255
MSTRG.30935	0
MSTRG.30934	0
MSTRG.33378	311
MSTRG.33379	337
MSTRG.30931	0
MSTRG.30930	255
MSTRG.35439	3017
MSTRG.35438	0
MSTRG.32429	0
MSTRG.32428	2
MSTRG.35431	2
MSTRG.35430	26
MSTRG.35433	241
MSTRG.35432	1345
MSTRG.35435	0
MSTRG.35434	0
MSTRG.35437	869
MSTRG.35436	8
MSTRG.12877	1027
MSTRG.2701	4
MSTRG.208	304
MSTRG.209	26
MSTRG.204	47
MSTRG.205	74
MSTRG.206	3
MSTRG.207	47
MSTRG.200	1545
MSTRG.201	11416
MSTRG.202	0
MSTRG.203	869
MSTRG.9992	0
MSTRG.9993	110
MSTRG.9990	0
MSTRG.9991	0
MSTRG.9996	0
MSTRG.9997	2
MSTRG.9994	0
MSTRG.9995	345
MSTRG.9998	0
MSTRG.9999	40
MSTRG.34748	0
MSTRG.34749	0
MSTRG.11399	1895
MSTRG.8734	1227
MSTRG.34740	7
MSTRG.34741	7302
MSTRG.34742	0
MSTRG.34743	0
MSTRG.34744	0
MSTRG.34745	1
MSTRG.34746	2794
MSTRG.34747	0
MSTRG.23426	1551
MSTRG.26938	356
MSTRG.26939	346
MSTRG.26934	243
MSTRG.26935	47
MSTRG.26936	564
MSTRG.26937	9
MSTRG.26930	1400
MSTRG.26931	76
MSTRG.26932	13
MSTRG.26933	6
MSTRG.12339	66
MSTRG.18217	14
MSTRG.35939	709
MSTRG.32265	0
MSTRG.8738	5117
MSTRG.36427	0
MSTRG.36426	1216
MSTRG.36425	0
MSTRG.36424	6
MSTRG.36423	765
MSTRG.36422	0
MSTRG.36421	5582
MSTRG.36420	17
MSTRG.12337	44
MSTRG.36429	384
MSTRG.36428	30662
MSTRG.30119	9
MSTRG.30118	45
MSTRG.12336	5
MSTRG.15174	1202
MSTRG.30111	0
MSTRG.30110	0
MSTRG.30113	274
MSTRG.30112	2789
MSTRG.30115	272
MSTRG.30114	5
MSTRG.30117	1825
MSTRG.6905	0
MSTRG.6906	432
MSTRG.12332	0
MSTRG.20699	64
MSTRG.20698	6
MSTRG.20693	219
MSTRG.20692	15
MSTRG.20691	4
MSTRG.20690	0
MSTRG.20697	0
MSTRG.20696	0
MSTRG.20695	0
MSTRG.20694	3
MSTRG.37301	0
MSTRG.37300	0
MSTRG.37303	834
MSTRG.28091	7539
MSTRG.28090	308
MSTRG.28093	607
MSTRG.28092	2123
MSTRG.28095	2755
MSTRG.28094	284
MSTRG.28097	572
MSTRG.28096	0
MSTRG.28099	0
MSTRG.28098	44
MSTRG.37202	400
MSTRG.37304	22610
MSTRG.25521	15
MSTRG.20529	1078
MSTRG.10524	0
MSTRG.20525	12791
MSTRG.20524	13
MSTRG.20527	2020
MSTRG.10525	0
MSTRG.20521	0
MSTRG.20520	125
MSTRG.20523	154
MSTRG.20522	0
MSTRG.17321	698
MSTRG.17320	56
MSTRG.17323	0
MSTRG.17322	821
MSTRG.17325	6507
MSTRG.25524	1800
MSTRG.17327	2459
MSTRG.17326	1475
MSTRG.17329	1312
MSTRG.17328	13
MSTRG.37207	2239
MSTRG.16050	27
MSTRG.16051	6612
MSTRG.16052	0
MSTRG.16053	0
MSTRG.16054	4
MSTRG.16055	4
MSTRG.16056	40
MSTRG.16057	56
MSTRG.16058	523
MSTRG.16059	1218
MSTRG.37468	40
MSTRG.37469	998
MSTRG.25348	7546
MSTRG.25349	159
MSTRG.25342	0
MSTRG.25343	2
MSTRG.25340	2741
MSTRG.25341	3893
MSTRG.37464	0
MSTRG.37465	0
MSTRG.37466	7523
MSTRG.25345	44367
MSTRG.5509	3464
MSTRG.5508	17
MSTRG.7054	0
MSTRG.5501	958
MSTRG.5500	55
MSTRG.5503	2427
MSTRG.5502	42
MSTRG.5505	0
MSTRG.5504	68
MSTRG.5507	0
MSTRG.5506	0
MSTRG.7056	281
MSTRG.2023	384
MSTRG.7050	36
MSTRG.777	0
MSTRG.2021	0
MSTRG.2020	168
MSTRG.888	0
MSTRG.889	0
MSTRG.2704	0
MSTRG.22589	3607
MSTRG.22588	2538
MSTRG.11585	1020
MSTRG.11584	0
MSTRG.11583	5
MSTRG.880	0
MSTRG.11581	1
MSTRG.11580	190
MSTRG.22581	0
MSTRG.22580	0
MSTRG.22583	5
MSTRG.22582	0
MSTRG.22585	42
MSTRG.22584	0
MSTRG.11589	3557
MSTRG.11588	1468
MSTRG.26699	67
MSTRG.26698	0
MSTRG.26691	0
MSTRG.26690	735
MSTRG.26693	10506
MSTRG.26692	0
MSTRG.26695	74
MSTRG.26694	279
MSTRG.26697	951
MSTRG.26696	157
MSTRG.16588	0
MSTRG.16589	0
MSTRG.16582	237
MSTRG.16583	1954
MSTRG.16580	1381
MSTRG.16581	1611
MSTRG.16586	1480
MSTRG.16587	3347
MSTRG.16584	172
MSTRG.16585	36
MSTRG.11059	2160
MSTRG.11058	39
MSTRG.11051	218
MSTRG.11050	882
MSTRG.11053	139
MSTRG.11052	2159
MSTRG.11055	2142
MSTRG.11054	113
MSTRG.11057	146
MSTRG.11056	2281
MSTRG.9492	1047
MSTRG.23186	0
MSTRG.23187	174
MSTRG.23184	1
MSTRG.23185	8
MSTRG.23182	81
MSTRG.23183	832
MSTRG.23180	218
MSTRG.23181	196
MSTRG.23188	0
MSTRG.23189	1093
MSTRG.27252	7
MSTRG.15771	18
MSTRG.27250	128
MSTRG.27251	0
MSTRG.27256	472
MSTRG.27257	9
MSTRG.27254	4
MSTRG.27255	515
MSTRG.15778	93
MSTRG.15779	205
MSTRG.27258	3284
MSTRG.27259	38
MSTRG.10720	1096
MSTRG.10721	442
MSTRG.10722	150
MSTRG.10723	1747
MSTRG.10724	5
MSTRG.10725	736
MSTRG.10726	970
MSTRG.10727	369
MSTRG.10728	596
MSTRG.10729	0
MSTRG.34195	1
MSTRG.11553	0
MSTRG.33696	21
MSTRG.12768	220
MSTRG.12769	1901
MSTRG.12762	31
MSTRG.12763	0
MSTRG.12760	2478
MSTRG.12761	225
MSTRG.12766	5
MSTRG.12767	9955
MSTRG.12764	23860
MSTRG.12765	3305
MSTRG.10898	90
MSTRG.38149	8746
MSTRG.10892	482
MSTRG.38143	0
MSTRG.10890	55
MSTRG.10891	545
MSTRG.38146	684
MSTRG.10897	2405
MSTRG.10894	6127
MSTRG.10895	0
MSTRG.17048	2902
MSTRG.17049	0
MSTRG.33178	6
MSTRG.33179	642
MSTRG.17040	0
MSTRG.33173	51
MSTRG.33170	580
MSTRG.33171	216
MSTRG.33176	373
MSTRG.17045	0
MSTRG.17046	0
MSTRG.33175	261
MSTRG.12498	76
MSTRG.12499	536
MSTRG.12494	2286
MSTRG.12495	484
MSTRG.12496	3
MSTRG.12497	258
MSTRG.12490	1596
MSTRG.12491	0
MSTRG.12492	64
MSTRG.12493	41
MSTRG.13541	3181
MSTRG.2508	3
MSTRG.2509	1029
MSTRG.2500	570
MSTRG.2501	112465
MSTRG.2502	1850
MSTRG.2503	111529
MSTRG.2504	7645
MSTRG.2505	2163
MSTRG.2506	157382
MSTRG.2507	275
MSTRG.3679	1016
MSTRG.30368	0
MSTRG.38142	0
MSTRG.3671	0
MSTRG.3670	0
MSTRG.3673	14
MSTRG.3672	137
MSTRG.3675	3
MSTRG.3674	4
MSTRG.3677	3579
MSTRG.3676	3355
MSTRG.20811	5247
MSTRG.20810	0
MSTRG.34152	0
MSTRG.25865	706
MSTRG.4902	0
MSTRG.4903	0
MSTRG.4900	525
MSTRG.20812	829
MSTRG.4906	484
MSTRG.4907	0
MSTRG.4904	2
MSTRG.4905	126
MSTRG.20815	7287
MSTRG.4908	51
MSTRG.4909	671
MSTRG.20814	0
MSTRG.20817	0
MSTRG.20816	0
MSTRG.8591	2242
MSTRG.8590	1254
MSTRG.8593	0
MSTRG.8592	0
MSTRG.8595	3956
MSTRG.771	24
MSTRG.8597	1369
MSTRG.8596	1371
MSTRG.8599	28
MSTRG.8598	2165
MSTRG.778	1666
MSTRG.779	488
MSTRG.33522	2
MSTRG.18179	244
MSTRG.18178	2
MSTRG.18175	0
MSTRG.18174	1166
MSTRG.18177	102
MSTRG.18176	1846
MSTRG.18171	9
MSTRG.18170	3
MSTRG.18173	1686
MSTRG.18172	924
MSTRG.13547	0
MSTRG.1743	0
MSTRG.1742	1446
MSTRG.1741	139
MSTRG.1740	0
MSTRG.1747	784
MSTRG.1746	6
MSTRG.1745	1224
MSTRG.1744	3
MSTRG.1749	53
MSTRG.1748	5
MSTRG.21636	19
MSTRG.21637	484
MSTRG.21634	3124
MSTRG.21635	0
MSTRG.21632	26
MSTRG.21633	6532
